timestamp,pm1,pm2.5,pm4,pm10,co2,tvoc
2023-12-18 00:00:00,1.11,1.11,1.11,1.11,399.1984615384615,0.0
2023-12-18 00:15:00,1.11,1.11,1.11,1.11,397.848,4.3333333333333334e-05
2023-12-18 00:30:00,1.11,1.11,1.11,1.11,404.118,4.3333333333333334e-05
2023-12-18 00:45:00,1.11,1.11,1.11,1.11,400.68600000000004,0.0
2023-12-18 01:00:00,1.11,1.1840000000000004,1.1840000000000004,1.1840000000000004,401.87399999999997,0.00026000000000000003
2023-12-18 01:15:00,1.11,1.11,1.11,1.11,399.29999999999995,0.0
2023-12-18 01:30:00,1.11,1.11,1.11,1.11,400.4219999999999,0.0
2023-12-18 01:45:00,1.11,1.11,1.11,1.11,400.818,0.00030333333333329
2023-12-18 02:00:00,1.11,1.11,1.11,1.11,401.28,0.0
2023-12-18 02:15:00,1.4060000000000001,1.6280000000000001,1.6280000000000001,1.6280000000000001,404.25,0.0
2023-12-18 02:30:00,2.22,2.22,2.22,2.22,403.92,0.0
2023-12-18 02:45:00,2.22,2.22,2.22,2.22,405.174,0.0
2023-12-18 03:00:00,2.22,2.22,2.22,2.22,411.246,0.0
2023-12-18 03:15:00,1.9980000000000002,2.146,2.146,2.146,413.952,0.00030333333333329
2023-12-18 03:30:00,1.332,1.554,1.7020000000000002,1.7020000000000002,402.732,0.0
2023-12-18 03:45:00,1.11,1.1840000000000004,1.1840000000000004,1.1840000000000004,401.214,0.0
2023-12-18 04:00:00,1.11,1.11,1.11,1.11,401.87399999999997,0.0
2023-12-18 04:15:00,1.11,1.11,1.11,1.11,399.82800000000003,0.00134333333333329
2023-12-18 04:30:00,1.11,1.11,1.11,1.11,400.62,0.01196
2023-12-18 04:45:00,1.8500000000000003,1.9980000000000002,1.9980000000000002,1.9980000000000002,403.26,0.01625
2023-12-18 05:00:00,2.22,2.22,2.22,2.22,407.682,0.01963
2023-12-18 05:15:00,2.22,2.22,2.22,2.22,399.49800000000005,0.024440000000000003
2023-12-18 05:30:00,2.22,2.22,2.22,2.22,400.55400000000003,0.02461333333333329
2023-12-18 05:45:00,1.9980000000000002,2.072,2.072,2.072,401.28,0.02071333333333329
2023-12-18 06:00:00,1.8500000000000003,2.072,2.146,2.146,408.21,0.01876333333333329
2023-12-18 06:15:00,2.22,2.22,2.22,2.22,411.576,0.01625
2023-12-18 06:30:00,2.22,2.22,2.22,2.22,411.51,0.013346666666666646
2023-12-18 06:45:00,2.22,2.4050000000000002,2.4050000000000002,2.4050000000000002,414.315,0.07713333333333329
2023-12-18 07:00:00,,,,,,
2023-12-18 07:15:00,,,,,,
2023-12-18 07:30:00,3.33,3.33,3.33,3.33,485.1,0.0
2023-12-18 07:45:00,15.17,16.131999999999998,16.206,16.206,457.8419999999999,0.03869666666666664
2023-12-18 08:00:00,19.610000000000003,20.794,20.794,20.794,438.438,0.00026000000000000003
2023-12-18 08:15:00,10.434000000000001,10.952000000000002,10.952000000000002,10.952000000000002,434.346,0.004636666666666645
2023-12-18 08:30:00,5.772000000000001,6.0680000000000005,6.0680000000000005,6.0680000000000005,435.666,0.0033799999999999998
2023-12-18 08:45:00,3.6260000000000003,3.774,3.774,3.774,423.25800000000004,0.0
2023-12-18 09:00:00,2.7380000000000004,2.96,2.96,2.96,413.75399999999996,0.0
2023-12-18 09:15:00,2.2940000000000005,2.3680000000000003,2.3680000000000003,2.3680000000000003,416.658,0.001819999999999935
2023-12-18 09:30:00,2.2940000000000005,2.2940000000000005,2.2940000000000005,2.2940000000000005,410.85,0.000346666666666645
2023-12-18 09:45:00,2.22,2.4420000000000006,2.4420000000000006,2.4420000000000006,410.52000000000004,0.00017333333333329
2023-12-18 10:00:00,2.516,2.8120000000000003,2.8120000000000003,2.8120000000000003,410.652,0.0
2023-12-18 10:15:00,3.108,3.2560000000000002,3.2560000000000002,3.2560000000000002,414.546,0.0
2023-12-18 10:30:00,2.96,3.33,3.33,3.33,413.82,0.0
2023-12-18 10:45:00,3.4040000000000004,3.5520000000000005,3.5520000000000005,3.5520000000000005,409.068,0.00030333333333329
2023-12-18 11:00:00,4.218,4.3660000000000005,4.3660000000000005,4.3660000000000005,408.87,0.00888333333333329
2023-12-18 11:15:00,4.44,4.662000000000001,4.662000000000001,4.662000000000001,410.454,0.011483333333333292
2023-12-18 11:30:00,4.44,4.588000000000001,4.588000000000001,4.662000000000001,408.47400000000005,0.00598
2023-12-18 11:45:00,4.514,5.106,5.180000000000001,5.180000000000001,411.972,0.0
2023-12-18 12:00:00,4.8100000000000005,5.328,5.402,5.402,410.652,0.0
2023-12-18 12:15:00,4.588000000000001,5.032,5.180000000000001,5.180000000000001,411.048,0.006976666666666645
2023-12-18 12:30:00,4.736000000000001,5.476000000000001,5.476000000000001,5.476000000000001,407.48400000000004,0.011136666666666645
2023-12-18 12:45:00,5.106,5.550000000000001,5.550000000000001,5.550000000000001,409.99199999999996,0.005546666666666646
2023-12-18 13:00:00,4.8100000000000005,5.180000000000001,5.180000000000001,5.2540000000000004,411.51,0.0016466666666666448
2023-12-18 13:15:00,3.922,4.218,4.292,4.292,416.13,0.01781
2023-12-18 13:30:00,3.33,3.33,3.478,3.478,412.962,0.02847
2023-12-18 13:45:00,3.0340000000000003,3.33,3.33,3.33,416.92199999999997,0.02790666666666665
2023-12-18 14:00:00,3.0340000000000003,3.4040000000000004,3.4040000000000004,3.4040000000000004,412.83,0.025046666666666648
2023-12-18 14:15:00,2.96,3.33,3.33,3.33,413.2919999999999,0.022576666666666644
2023-12-18 14:30:00,2.8860000000000006,3.33,3.33,3.33,413.82,0.021796666666666645
2023-12-18 14:45:00,3.108,3.33,3.33,3.33,413.556,0.019370000000000002
2023-12-18 15:00:00,2.8120000000000003,3.33,3.33,3.33,412.83,0.019066666666666645
2023-12-18 15:15:00,2.7380000000000004,2.96,2.96,2.96,412.896,0.01707333333333329
2023-12-18 15:30:00,2.8860000000000006,3.2560000000000002,3.2560000000000002,3.2560000000000002,414.612,0.018156666666666644
2023-12-18 15:45:00,2.4420000000000006,2.8860000000000006,2.8860000000000006,2.8860000000000006,414.15,0.017896666666666644
2023-12-18 16:00:00,2.59,2.7380000000000004,2.7380000000000004,2.8120000000000003,415.14,0.01590333333333329
2023-12-18 16:15:00,2.3680000000000003,2.96,2.96,2.96,415.8,0.014256666666666647
2023-12-18 16:30:00,2.2940000000000005,2.4420000000000006,2.59,2.59,416.2619999999999,0.014776666666666645
2023-12-18 16:45:00,2.22,2.4420000000000006,2.4420000000000006,2.4420000000000006,420.35400000000004,0.014863333333333291
2023-12-18 17:00:00,2.2940000000000005,2.516,2.516,2.516,414.942,0.01564333333333329
2023-12-18 17:15:00,2.2940000000000005,2.8120000000000003,2.8120000000000003,2.8120000000000003,419.49600000000004,0.01703
2023-12-18 17:30:00,2.2940000000000005,2.516,2.516,2.516,418.638,0.01811333333333329
2023-12-18 17:45:00,2.3680000000000003,2.59,2.59,2.59,417.186,0.017766666666666646
2023-12-18 18:00:00,2.516,3.1820000000000004,3.1820000000000004,3.1820000000000004,414.15,0.01915333333333329
2023-12-18 18:15:00,2.664,3.108,3.108,3.108,410.52000000000004,0.01963
2023-12-18 18:30:00,2.2940000000000005,2.96,3.0340000000000003,3.0340000000000003,411.642,0.01850333333333329
2023-12-18 18:45:00,2.3680000000000003,2.7380000000000004,2.8860000000000006,2.8860000000000006,410.98199999999997,0.016856666666666645
2023-12-18 19:00:00,2.2940000000000005,2.7380000000000004,2.7380000000000004,2.7380000000000004,413.15999999999997,0.015469999999999937
2023-12-18 19:15:00,2.3680000000000003,2.59,2.59,2.59,409.464,0.01434333333333329
2023-12-18 19:30:00,2.22,2.4420000000000006,2.516,2.516,406.692,0.013086666666666646
2023-12-18 19:45:00,2.22,2.2940000000000005,2.2940000000000005,2.2940000000000005,407.418,0.01209
2023-12-18 20:00:00,2.22,2.22,2.22,2.22,407.616,0.00121333333333329
2023-12-18 20:15:00,2.22,2.2940000000000005,2.2940000000000005,2.2940000000000005,412.16999999999996,0.0
2023-12-18 20:30:00,2.22,2.3680000000000003,2.3680000000000003,2.4420000000000006,409.86,0.0
2023-12-18 20:45:00,2.22,2.4420000000000006,2.4420000000000006,2.4420000000000006,407.022,0.0
2023-12-18 21:00:00,2.22,2.22,2.2940000000000005,2.2940000000000005,411.114,0.0
2023-12-18 21:15:00,2.22,2.2940000000000005,2.3680000000000003,2.4420000000000006,409.7939999999999,0.0
2023-12-18 21:30:00,2.22,2.22,2.22,2.22,408.144,0.0
2023-12-18 21:45:00,2.22,2.22,2.22,2.22,408.144,0.00026000000000000003
2023-12-18 22:00:00,2.22,2.22,2.22,2.22,412.104,0.0
2023-12-18 22:15:00,2.22,2.22,2.22,2.22,411.642,0.00013000000000000002
2023-12-18 22:30:00,2.22,2.22,2.22,2.22,404.646,0.00030333333333329
2023-12-18 22:45:00,2.146,2.22,2.22,2.22,401.14799999999997,0.0
2023-12-18 23:00:00,2.072,2.22,2.22,2.22,406.758,0.00069333333333329
2023-12-18 23:15:00,1.9980000000000002,2.22,2.22,2.22,403.8539999999999,0.0
2023-12-18 23:30:00,1.48,1.9240000000000002,1.9980000000000002,1.9980000000000002,402.138,0.0
2023-12-18 23:45:00,1.554,1.7760000000000002,1.7760000000000002,1.7760000000000002,407.616,0.0
2023-12-19 00:00:00,1.1840000000000004,1.4060000000000001,1.4060000000000001,1.4060000000000001,409.926,0.0
2023-12-19 00:15:00,1.1840000000000004,1.6280000000000001,1.6280000000000001,1.6280000000000001,409.464,0.0
2023-12-19 00:30:00,1.11,1.11,1.11,1.11,405.57,0.0
2023-12-19 00:45:00,1.11,1.11,1.11,1.11,405.23999999999995,0.0
2023-12-19 01:00:00,1.11,1.11,1.11,1.11,404.84399999999994,0.0
2023-12-19 01:15:00,1.11,1.11,1.11,1.11,405.108,0.0
2023-12-19 01:30:00,1.11,1.332,1.332,1.332,407.3519999999999,0.00017333333333329
