timestamp,pm1,pm2.5,pm4,pm10,co2,tvoc
2023-12-18 00:00:00,0.98,0.99,0.99,0.99,371.42230769230764,0.05475
2023-12-18 00:15:00,0.98,0.99,0.99,0.99,375.7626666666667,0.05450666666666662
2023-12-18 00:30:00,0.98,0.99,0.99,0.99,378.17333333333335,0.0532413333333333
2023-12-18 00:45:00,0.98,0.99,0.99,0.99,377.3446666666666,0.052559999999999996
2023-12-18 01:00:00,0.98,0.99,0.99,0.99,376.06399999999996,0.05207333333333331
2023-12-18 01:15:00,0.98,1.0560000000000003,1.0560000000000003,1.0560000000000003,377.7966666666666,0.05178133333333331
2023-12-18 01:30:00,0.98,0.99,0.99,0.99,380.50866666666656,0.052657333333333306
2023-12-18 01:45:00,0.98,0.99,0.99,0.99,373.2766666666666,0.05406866666666662
2023-12-18 02:00:00,0.98,0.99,0.99,0.99,368.5306666666666,0.056161333333333306
2023-12-18 02:15:00,1.5026666666666668,1.584,1.584,1.584,375.9133333333333,0.041172
2023-12-18 02:30:00,1.96,1.98,1.98,1.98,376.968,0.025112
2023-12-18 02:45:00,1.96,1.98,2.0460000000000003,2.112,371.69466666666665,0.021754
2023-12-18 03:00:00,1.96,1.98,1.98,1.98,374.8586666666666,0.023068
2023-12-18 03:15:00,1.8946666666666663,1.98,1.98,1.98,368.5306666666666,0.019077333333333307
2023-12-18 03:30:00,1.3719999999999999,1.584,1.6500000000000001,1.6500000000000001,370.188,0.013821333333333307
2023-12-18 03:45:00,1.0453333333333334,1.188,1.188,1.188,371.8453333333333,0.010268666666666619
2023-12-18 04:00:00,0.98,0.99,0.99,0.99,376.8926666666667,0.007202666666666618
2023-12-18 04:15:00,0.98,0.99,0.99,0.99,374.70799999999997,0.001021999999999927
2023-12-18 04:30:00,0.98,1.188,1.188,1.188,371.69466666666665,0.006667333333333309
2023-12-18 04:45:00,1.8293333333333333,1.98,1.98,1.98,375.31066666666663,0.014308
2023-12-18 05:00:00,1.96,1.98,1.98,1.98,378.4746666666666,0.015378666666666619
2023-12-18 05:15:00,1.96,1.98,1.98,1.98,376.51599999999996,0.018542
2023-12-18 05:30:00,1.96,1.98,1.98,1.98,371.0166666666666,0.01966133333333331
2023-12-18 05:45:00,1.96,1.98,1.98,1.98,369.96199999999993,0.014015999999999999
2023-12-18 06:00:00,1.8293333333333333,1.9139999999999995,1.9139999999999995,1.9139999999999995,374.70799999999997,0.010804
2023-12-18 06:15:00,1.8946666666666663,1.98,1.98,1.98,378.098,0.005937333333333308
2023-12-18 06:30:00,1.96,1.98,1.98,1.98,382.9193333333333,0.004428666666666617
2023-12-18 06:45:00,1.96,2.145,2.145,2.145,400.2083333333333,0.03662166666666662
2023-12-18 07:00:00,,,,,,
2023-12-18 07:15:00,,,,,,
2023-12-18 07:30:00,1.96,2.9699999999999998,2.9699999999999998,2.9699999999999998,436.17999999999995,0.0
2023-12-18 07:45:00,14.177333333333335,14.916,14.916,14.982,426.61266666666666,0.031730666666666615
2023-12-18 08:00:00,14.112,14.982,14.982,14.982,410.9433333333333,0.0009733333333333089
2023-12-18 08:15:00,7.252,7.524,7.524,7.524,403.18399999999997,0.006131999999999999
